sample_name	ligation_id	organism	isolate	tissue	sex	collection_date
APCL14_120	L0711	Amphiprion clarkii	not applicable	tail fin	F	2014-06-16
APCL15_372731	L2617	Amphiprion clarkii	not applicable	tail fin	J	2015-06-13
APCL15_370599	L2647	Amphiprion clarkii	not applicable	tail fin	M	2015-06-09
APCL14_185	L0928	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL13_285	L0317	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL13_646	L0695	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_205	L1277	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL14_048	L0985	Amphiprion clarkii	not applicable	tail fin	J	2014-06-12
APCL14_383	L0934	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_105	L0751	Amphiprion clarkii	not applicable	tail fin	F	2014-06-13
APCL13_471	L0655	Amphiprion clarkii	not applicable	tail fin	M	2013-05-31
APCL16_169	L3306	Amphiprion clarkii	not applicable	tail fin	M	2016-05-18
APCL14_422	L1020	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_332	L0643	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL15_368572	L2600	Amphiprion clarkii	not applicable	tail fin	F	2015-06-13
APCL14_441	L0619	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_267	L0300	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL13_629	L0976	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_022	L0700	Amphiprion clarkii	not applicable	tail fin	M	2014-06-11
APCL16_247	L5012	Amphiprion clarkii	not applicable	tail fin	M	2016-05-21
APCL14_231	L0791	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL13_406	L0407	Amphiprion clarkii	not applicable	tail fin	J	2013-05-30
APCL13_282	L0314	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL14_357	L0822	Amphiprion clarkii	not applicable	tail fin	F	2014-06-23
APCL14_095	L0923	Amphiprion clarkii	not applicable	tail fin	M	2014-06-13
APCL13_297	L0329	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL15_356769	L2878	Amphiprion clarkii	not applicable	tail fin	M	2015-06-09
APCL14_056	L0950	Amphiprion clarkii	not applicable	tail fin	F	2014-06-12
APCL16_013	L3125	Amphiprion clarkii	not applicable	tail fin	M	2016-05-12
APCL14_194	L0958	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL13_300	L0331	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL13_279	L0312	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL13_384	L0395	Amphiprion clarkii	not applicable	tail fin	M	2013-05-29
APCL14_235	L1001	Amphiprion clarkii	not applicable	tail fin	M	2014-06-18
APCL15_143	L2872	Amphiprion clarkii	not applicable	tail fin	J	2015-06-13
APCL15_107	L2640	Amphiprion clarkii	not applicable	tail fin	J	2015-06-08
APCL16_239	L5006	Amphiprion clarkii	not applicable	tail fin	J	2016-05-21
APCL13_639	L1724	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_546	L0747	Amphiprion clarkii	not applicable	tail fin	F	2014-07-02
APCL16_038	L5169	Amphiprion clarkii	not applicable	tail fin	M	2016-05-13
APCL16_047	L3610	Amphiprion clarkii	not applicable	tail fin	J	2016-05-13
APCL14_167	L0716	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL14_428	L1021	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_484	L1311	Amphiprion clarkii	not applicable	tail fin	F	2013-05-31
APCL13_490	L0661	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL14_114	L0903	Amphiprion clarkii	not applicable	tail fin	J	2014-06-16
APCL14_455	L0764	Amphiprion clarkii	not applicable	tail fin	J	2014-06-26
APCL16_075	L3637	Amphiprion clarkii	not applicable	tail fin	J	2016-05-14
APCL14_263	L1182	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL13_138	L2524	Amphiprion clarkii	not applicable	tail fin	J	2013-05-26
APCL16_249	L5014	Amphiprion clarkii	not applicable	tail fin	J	2016-05-21
APCL14_085	L1338	Amphiprion clarkii	not applicable	tail fin	M	2014-06-13
APCL14_135	L0926	Amphiprion clarkii	not applicable	tail fin	F	2014-06-16
APCL13_257	L0290	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL14_089	L1339	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL13_573	L0674	Amphiprion clarkii	not applicable	tail fin	F	2013-06-03
APCL14_173	L1167	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL13_643	L2200	Amphiprion clarkii	not applicable	tail fin	M	2013-06-04
APCL14_432	L0763	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_170	L1115	Amphiprion clarkii	not applicable	tail fin	M	2013-05-26
APCL14_112	L0709	Amphiprion clarkii	not applicable	tail fin	J	2014-06-16
APCL13_667	L0982	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_177	L1332	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL16_068	L3630	Amphiprion clarkii	not applicable	tail fin	M	2016-05-13
APCL16_094	L5180	Amphiprion clarkii	not applicable	tail fin	F	2016-05-14
APCL16_045	L3707	Amphiprion clarkii	not applicable	tail fin	M	2016-05-13
APCL16_045	L5371	Amphiprion clarkii	not applicable	tail fin	M	2016-05-13
APCL16_042	L3606	Amphiprion clarkii	not applicable	tail fin	J	2016-05-13
APCL14_182	L0783	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL13_661	L2498	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_251	L0793	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL12_078	L2364	Amphiprion clarkii	not applicable	tail fin	M	2012-05-09
APCL13_229	L0264	Amphiprion clarkii	not applicable	tail fin	J	2013-05-27
APCL16_221	L4990	Amphiprion clarkii	not applicable	tail fin	J	2016-05-21
APCL13_254	L0287	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL14_403	L0963	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_204	L0930	Amphiprion clarkii	not applicable	tail fin	F	2014-06-18
APCL13_518	L0858	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL13_294	L0326	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL13_439	L1308	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL14_125	L2348	Amphiprion clarkii	not applicable	tail fin	F	2014-06-16
APCL14_141	L0927	Amphiprion clarkii	not applicable	tail fin	M	2014-06-16
APCL14_088	L0922	Amphiprion clarkii	not applicable	tail fin	F	2014-06-13
APCL16_222	L4991	Amphiprion clarkii	not applicable	tail fin	J	2016-05-21
APCL14_228	L0997	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL14_291	L0592	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL15_111	L2648	Amphiprion clarkii	not applicable	tail fin	J	2015-06-08
APCL16_210	L4981	Amphiprion clarkii	not applicable	tail fin	M	2016-05-19
APCL14_316	L1744	Amphiprion clarkii	not applicable	tail fin	F	2014-06-22
APCL13_485	L0658	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL13_338	L0360	Amphiprion clarkii	not applicable	tail fin	M	2013-05-29
APCL16_062	L3624	Amphiprion clarkii	not applicable	tail fin	M	2016-05-13
APCL16_003	L3147	Amphiprion clarkii	not applicable	tail fin	F	2016-05-12
APCL13_374	L0387	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL13_517	L0663	Amphiprion clarkii	not applicable	tail fin	F	2013-06-02
APCL13_614	L0686	Amphiprion clarkii	not applicable	tail fin	M	2013-06-04
APCL14_438	L0741	Amphiprion clarkii	not applicable	tail fin	M	2014-06-24
APCL13_358	L0374	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL13_587	L0678	Amphiprion clarkii	not applicable	tail fin	M	2013-06-03
APCL16_269	L5034	Amphiprion clarkii	not applicable	tail fin	M	2016-05-25
APCL16_188	L3320	Amphiprion clarkii	not applicable	tail fin	M	2016-05-18
APCL13_249	L0282	Amphiprion clarkii	not applicable	tail fin	J	2013-05-27
APCL14_028	L1253	Amphiprion clarkii	not applicable	tail fin	J	2014-06-11
APCL13_420	L0651	Amphiprion clarkii	not applicable	tail fin	F	2013-05-30
APCL13_659	L2497	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_211	L1295	Amphiprion clarkii	not applicable	tail fin	F	2014-06-18
APCL16_056	L3618	Amphiprion clarkii	not applicable	tail fin	M	2016-05-13
APCL14_175	L0913	Amphiprion clarkii	not applicable	tail fin	M	2014-06-17
APCL14_293	L0631	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL15_402781	L2584	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL14_457	L0627	Amphiprion clarkii	not applicable	tail fin	F	2014-06-26
APCL16_035	L3157	Amphiprion clarkii	not applicable	tail fin	F	2016-05-13
APCL16_073	L3635	Amphiprion clarkii	not applicable	tail fin	J	2016-05-13
APCL16_262	L5027	Amphiprion clarkii	not applicable	tail fin	J	2016-05-21
APCL14_411	L0965	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_295	L1014	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL13_522	L0859	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL15_355571	L2870	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL14_045	L0948	Amphiprion clarkii	not applicable	tail fin	J	2014-06-12
APCL13_497	L0477	Amphiprion clarkii	not applicable	tail fin	F	2013-05-31
APCL14_420	L0804	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_061	L0952	Amphiprion clarkii	not applicable	tail fin	J	2014-06-12
APCL13_507	L2396	Amphiprion clarkii	not applicable	tail fin	J	2013-06-01
APCL13_388	L0398	Amphiprion clarkii	not applicable	tail fin	J	2013-05-30
APCL14_451	L1240	Amphiprion clarkii	not applicable	tail fin	F	2014-06-24
APCL13_268	L0301	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL13_616	L0885	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL13_527	L0861	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL13_238	L0271	Amphiprion clarkii	not applicable	tail fin	J	2013-05-27
APCL16_024	L3166	Amphiprion clarkii	not applicable	tail fin	F	2016-05-12
APCL13_415	L2393	Amphiprion clarkii	not applicable	tail fin	M	2013-05-30
APCL14_026	L0776	Amphiprion clarkii	not applicable	tail fin	J	2014-06-11
APCL13_575	L1220	Amphiprion clarkii	not applicable	tail fin	J	2013-06-03
APCL14_127	L0991	Amphiprion clarkii	not applicable	tail fin	J	2014-06-16
APCL14_073	L0704	Amphiprion clarkii	not applicable	tail fin	M	2014-06-13
APCL14_093	L2519	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL14_398	L0739	Amphiprion clarkii	not applicable	tail fin	M	2014-06-23
APCL13_256	L0289	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL14_329	L2445	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL16_265	L5029	Amphiprion clarkii	not applicable	tail fin	J	2016-05-25
APCL13_155	L1103	Amphiprion clarkii	not applicable	tail fin	J	2013-05-26
APCL13_377	L0390	Amphiprion clarkii	not applicable	tail fin	M	2013-05-29
APCL13_538	L0491	Amphiprion clarkii	not applicable	tail fin	F	2013-06-02
APCL15_354604	L2875	Amphiprion clarkii	not applicable	tail fin	F	2015-06-14
APCL13_304	L0335	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL13_161	L1108	Amphiprion clarkii	not applicable	tail fin	F	2013-05-26
APCL14_051	L2506	Amphiprion clarkii	not applicable	tail fin	J	2014-06-12
APCL16_278	L5042	Amphiprion clarkii	not applicable	tail fin	M	2016-05-26
APCL14_327	L0635	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL16_145	L3291	Amphiprion clarkii	not applicable	tail fin	J	2016-05-17
APCL15_402307	L3087	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL14_320	L0614	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL13_252	L0285	Amphiprion clarkii	not applicable	tail fin	F	2013-05-27
APCL14_445	L0742	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_621	L0689	Amphiprion clarkii	not applicable	tail fin	F	2013-06-04
APCL13_244	L0277	Amphiprion clarkii	not applicable	tail fin	F	2013-05-27
APCL13_241	L0274	Amphiprion clarkii	not applicable	tail fin	F	2013-05-27
APCL13_552	L0494	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL16_066	L3628	Amphiprion clarkii	not applicable	tail fin	J	2016-05-13
APCL13_588	L0878	Amphiprion clarkii	not applicable	tail fin	M	2013-06-03
APCL15_355853	L2615	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL16_081	L3641	Amphiprion clarkii	not applicable	tail fin	M	2016-05-14
APCL13_407	L0408	Amphiprion clarkii	not applicable	tail fin	M	2013-05-30
APCL14_041	L0919	Amphiprion clarkii	not applicable	tail fin	M	2014-06-12
APCL14_400	L1745	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL13_566	L0671	Amphiprion clarkii	not applicable	tail fin	M	2013-06-03
APCL13_479	L0854	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL14_083	L2508	Amphiprion clarkii	not applicable	tail fin	M	2014-06-13
APCL14_547	L5521	Amphiprion clarkii	not applicable	tail fin	J	2014-07-02
APCL14_434	L1344	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_578	L1271	Amphiprion clarkii	not applicable	tail fin	M	2013-06-03
APCL14_099	L1330	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL15_354733	L2612	Amphiprion clarkii	not applicable	tail fin	F	2015-06-13
APCL14_271	L2526	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL14_224	L0787	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL14_552	L0624	Amphiprion clarkii	not applicable	tail fin	J	2014-07-02
APCL13_372	L0385	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL14_347	L1019	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_284	L0316	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL14_414	L0761	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL16_147	L3293	Amphiprion clarkii	not applicable	tail fin	F	2016-05-17
APCL13_579	L1221	Amphiprion clarkii	not applicable	tail fin	F	2013-06-03
APCL13_251	L0284	Amphiprion clarkii	not applicable	tail fin	F	2013-05-27
APCL14_423	L0798	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL14_417	L0803	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL12_123	L2221	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09
APCL12_123	L5272	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09
APCL14_148	L1284	Amphiprion clarkii	not applicable	tail fin	M	2014-06-16
APCL14_384	L0738	Amphiprion clarkii	not applicable	tail fin	M	2014-06-23
APCL13_405	L0406	Amphiprion clarkii	not applicable	tail fin	M	2013-05-30
APCL14_154	L3009	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL16_217	L4986	Amphiprion clarkii	not applicable	tail fin	J	2016-05-21
APCL16_182	L3314	Amphiprion clarkii	not applicable	tail fin	M	2016-05-18
APCL14_192	L2397	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL13_624	L0887	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL15_355651	L2596	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL14_373	L2557	Amphiprion clarkii	not applicable	tail fin	M	2014-06-23
APCL14_371	L2537	Amphiprion clarkii	not applicable	tail fin	M	2014-06-23
APCL14_008	L2500	Amphiprion clarkii	not applicable	tail fin	F	2014-06-10
APCL14_129	L0906	Amphiprion clarkii	not applicable	tail fin	J	2014-06-16
APCL13_146	L1099	Amphiprion clarkii	not applicable	tail fin	J	2013-05-26
APCL13_172	L1117	Amphiprion clarkii	not applicable	tail fin	J	2013-05-26
APCL14_027	L1230	Amphiprion clarkii	not applicable	tail fin	J	2014-06-11
APCL15_375244	L2616	Amphiprion clarkii	not applicable	tail fin	F	2015-06-13
APCL15_137	L3028	Amphiprion clarkii	not applicable	tail fin	J	2015-06-13
APCL16_235	L5002	Amphiprion clarkii	not applicable	tail fin	F	2016-05-21
APCL16_281	L5045	Amphiprion clarkii	not applicable	tail fin	M	2016-05-26
APCL15_372649	L2628	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL13_593	L1318	Amphiprion clarkii	not applicable	tail fin	J	2013-06-03
APCL14_409	L0759	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_252	L2441	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL13_258	L0291	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL13_390	L0400	Amphiprion clarkii	not applicable	tail fin	J	2013-05-30
APCL14_335	L0609	Amphiprion clarkii	not applicable	tail fin	M	2014-06-24
APCL13_416	L2527	Amphiprion clarkii	not applicable	tail fin	F	2013-05-30
APCL13_343	L0364	Amphiprion clarkii	not applicable	tail fin	M	2013-05-29
APCL15_362714	L2626	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL13_495	L0476	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL13_441	L0845	Amphiprion clarkii	not applicable	tail fin	F	2013-05-31
APCL13_321	L2488	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL14_450	L0936	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_133	L1094	Amphiprion clarkii	not applicable	tail fin	J	2013-05-26
APCL15_370407	L2595	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL16_061	L3623	Amphiprion clarkii	not applicable	tail fin	J	2016-05-13
APCL16_080	L3433	Amphiprion clarkii	not applicable	tail fin	F	2016-05-14
APCL14_286	L1204	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL14_147	L0992	Amphiprion clarkii	not applicable	tail fin	F	2014-06-16
APCL14_001	L0983	Amphiprion clarkii	not applicable	tail fin	J	2014-06-07
APCL13_536	L0863	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL15_354533	L2620	Amphiprion clarkii	not applicable	tail fin	F	2015-06-13
APCL16_065	L3627	Amphiprion clarkii	not applicable	tail fin	M	2016-05-13
APCL13_468	L1269	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL16_233	L5000	Amphiprion clarkii	not applicable	tail fin	F	2016-05-21
APCL14_171	L0754	Amphiprion clarkii	not applicable	tail fin	F	2014-06-17
APCL13_504	L2233	Amphiprion clarkii	not applicable	tail fin	M	2013-06-01
APCL13_219	L0445	Amphiprion clarkii	not applicable	tail fin	M	2013-05-27
APCL14_020	L0775	Amphiprion clarkii	not applicable	tail fin	J	2014-06-11
APCL16_264	L5028	Amphiprion clarkii	not applicable	tail fin	M	2016-05-25
APCL13_602	L1225	Amphiprion clarkii	not applicable	tail fin	M	2013-06-03
APCL13_370	L0384	Amphiprion clarkii	not applicable	tail fin	M	2013-05-29
APCL15_108	L3020	Amphiprion clarkii	not applicable	tail fin	J	2015-06-08
APCL16_246	L5011	Amphiprion clarkii	not applicable	tail fin	M	2016-05-21
APCL14_331	L0820	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL16_228	L4997	Amphiprion clarkii	not applicable	tail fin	F	2016-05-21
APCL15_123	L3093	Amphiprion clarkii	not applicable	tail fin	J	2015-06-09
APCL14_324	L2398	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_600	L0682	Amphiprion clarkii	not applicable	tail fin	J	2013-06-03
APCL13_612	L0883	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL13_157	L1104	Amphiprion clarkii	not applicable	tail fin	J	2013-05-26
APCL16_273	L5037	Amphiprion clarkii	not applicable	tail fin	M	2016-05-25
APCL14_382	L0825	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL13_131	L1092	Amphiprion clarkii	not applicable	tail fin	M	2013-05-25
APCL14_066	L0702	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL14_162	L0782	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL14_018	L0699	Amphiprion clarkii	not applicable	tail fin	J	2014-06-10
APCL13_247	L0280	Amphiprion clarkii	not applicable	tail fin	J	2013-05-27
APCL12_149	L2577	Amphiprion clarkii	not applicable	tail fin	J	2012-05-10
APCL16_163	L3299	Amphiprion clarkii	not applicable	tail fin	M	2016-05-17
APCL13_302	L0333	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL14_344	L0611	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL14_207	L0996	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL14_456	L0765	Amphiprion clarkii	not applicable	tail fin	M	2014-06-26
APCL13_635	L0943	Amphiprion clarkii	not applicable	tail fin	F	2013-06-04
APCL16_016	L3130	Amphiprion clarkii	not applicable	tail fin	J	2016-05-12
APCL13_145	L4888	Amphiprion clarkii	not applicable	tail fin	F	2013-05-26
APCL14_549	L3170	Amphiprion clarkii	not applicable	tail fin	M	2014-07-02
APCL13_447	L0846	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL15_355523	L2876	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL16_245	L5010	Amphiprion clarkii	not applicable	tail fin	M	2016-05-21
APCL13_265	L0298	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL15_405033	L2588	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL16_250	L5015	Amphiprion clarkii	not applicable	tail fin	M	2016-05-21
APCL13_303	L0334	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL16_004	L3131	Amphiprion clarkii	not applicable	tail fin	M	2016-05-12
APCL16_083	L3434	Amphiprion clarkii	not applicable	tail fin	J	2016-05-14
