sample_name	ligation_id	organism	isolate	tissue	sex	collection_date
APCL14_433	L1283	Amphiprion clarkii	not applicable	tail fin	M	2014-06-24
APCL16_211	L4982	Amphiprion clarkii	not applicable	tail fin	J	2016-05-19
APCL15_407297	L2637	Amphiprion clarkii	not applicable	tail fin	M	2015-06-11
APCL16_022	L3160	Amphiprion clarkii	not applicable	tail fin	F	2016-05-12
APCL14_225	L1289	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL14_302	L0808	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL13_360	L0376	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL14_050	L0727	Amphiprion clarkii	not applicable	tail fin	M	2014-06-12
APCL13_563	L0873	Amphiprion clarkii	not applicable	tail fin	J	2013-06-03
APCL14_190	L0785	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL13_644	L0890	Amphiprion clarkii	not applicable	tail fin	F	2013-06-04
APCL16_014	L3135	Amphiprion clarkii	not applicable	tail fin	F	2016-05-12
APCL16_057	L3619	Amphiprion clarkii	not applicable	tail fin	J	2016-05-13
APCL14_317	L0601	Amphiprion clarkii	not applicable	tail fin	F	2014-06-22
APCL15_354053	L2958	Amphiprion clarkii	not applicable	tail fin	F	2015-06-14
APCL13_310	L0341	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL15_405015	L2592	Amphiprion clarkii	not applicable	tail fin	J	2015-06-13
APCL13_264	L0297	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL13_632	L1210	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL13_276	L0309	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL15_404090	L2642	Amphiprion clarkii	not applicable	tail fin	M	2015-06-11
APCL15_354382	L2609	Amphiprion clarkii	not applicable	tail fin	F	2015-06-13
APCL16_226	L4995	Amphiprion clarkii	not applicable	tail fin	F	2016-05-21
APCL16_253	L5018	Amphiprion clarkii	not applicable	tail fin	M	2016-05-21
APCL14_076	L0899	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL13_539	L0864	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL16_161	L3297	Amphiprion clarkii	not applicable	tail fin	M	2016-05-17
APCL12_190	L2987	Amphiprion clarkii	not applicable	tail fin	M	2012-05-11
APCL13_270	L0303	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL14_072	L2507	Amphiprion clarkii	not applicable	tail fin	M	2014-06-13
APCL13_519	L1312	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL13_509	L2237	Amphiprion clarkii	not applicable	tail fin	J	2013-06-01
APCL16_011	L3082	Amphiprion clarkii	not applicable	tail fin	J	2016-05-12
APCL16_072	L5201	Amphiprion clarkii	not applicable	tail fin	M	2016-05-13
APCL14_221	L0932	Amphiprion clarkii	not applicable	tail fin	M	2014-06-18
APCL14_303	L0807	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL13_463	L2492	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL14_239	L0736	Amphiprion clarkii	not applicable	tail fin	F	2014-06-18
APCL14_218	L0960	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL13_569	L0672	Amphiprion clarkii	not applicable	tail fin	F	2013-06-03
APCL15_116	L3052	Amphiprion clarkii	not applicable	tail fin	J	2015-06-09
APCL14_149	L0729	Amphiprion clarkii	not applicable	tail fin	M	2014-06-16
APCL14_449	L0625	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL16_200	L4972	Amphiprion clarkii	not applicable	tail fin	J	2016-05-19
APCL14_313	L0599	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL13_565	L0670	Amphiprion clarkii	not applicable	tail fin	F	2013-06-03
APCL15_117	L3090	Amphiprion clarkii	not applicable	tail fin	J	2015-06-09
APCL14_152	L0955	Amphiprion clarkii	not applicable	tail fin	J	2014-06-16
APCL16_251	L5016	Amphiprion clarkii	not applicable	tail fin	F	2016-05-21
APCL14_054	L1329	Amphiprion clarkii	not applicable	tail fin	NA	2014-06-12
APCL13_296	L0328	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL14_372	L2410	Amphiprion clarkii	not applicable	tail fin	M	2014-06-23
APCL13_391	L0401	Amphiprion clarkii	not applicable	tail fin	M	2013-05-30
APCL14_437	L0827	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL14_183	L0914	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL16_060	L3622	Amphiprion clarkii	not applicable	tail fin	J	2016-05-13
APCL14_268	L1013	Amphiprion clarkii	not applicable	tail fin	F	2014-06-22
APCL14_393	L5178	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL16_149	L3294	Amphiprion clarkii	not applicable	tail fin	J	2016-05-17
APCL14_253	L0737	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL14_003	L0719	Amphiprion clarkii	not applicable	tail fin	F	2014-06-07
APCL13_654	L0697	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL13_615	L0884	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_071	L0897	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL15_372250	L2873	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL13_641	L1248	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_219	L1285	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL13_613	L0975	Amphiprion clarkii	not applicable	tail fin	F	2013-06-04
APCL13_290	L0322	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL14_230	L0998	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL14_285	L1203	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL14_078	L0778	Amphiprion clarkii	not applicable	tail fin	M	2014-06-13
APCL16_177	L3312	Amphiprion clarkii	not applicable	tail fin	F	2016-05-18
APCL13_601	L0683	Amphiprion clarkii	not applicable	tail fin	J	2013-06-03
APCL16_240	L5007	Amphiprion clarkii	not applicable	tail fin	J	2016-05-21
APCL13_414	L2230	Amphiprion clarkii	not applicable	tail fin	F	2013-05-30
APCL13_606	L0768	Amphiprion clarkii	not applicable	tail fin	M	2013-06-03
APCL13_633	L0693	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL13_533	L0862	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL14_035	L1242	Amphiprion clarkii	not applicable	tail fin	M	2014-06-12
APCL14_209	L0917	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL14_261	L0818	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL16_006	L3123	Amphiprion clarkii	not applicable	tail fin	M	2016-05-12
APCL16_173	L3309	Amphiprion clarkii	not applicable	tail fin	M	2016-05-18
APCL14_047	L0750	Amphiprion clarkii	not applicable	tail fin	F	2014-06-12
APCL13_246	L0279	Amphiprion clarkii	not applicable	tail fin	F	2013-05-27
APCL16_223	L4992	Amphiprion clarkii	not applicable	tail fin	M	2016-05-21
APCL13_542	L0866	Amphiprion clarkii	not applicable	tail fin	M	2013-06-02
APCL16_012	L3129	Amphiprion clarkii	not applicable	tail fin	F	2016-05-12
APCL13_392	L0402	Amphiprion clarkii	not applicable	tail fin	F	2013-05-30
APCL13_596	L1222	Amphiprion clarkii	not applicable	tail fin	M	2013-06-03
APCL13_526	L0665	Amphiprion clarkii	not applicable	tail fin	F	2013-06-02
APCL14_007	L0945	Amphiprion clarkii	not applicable	tail fin	F	2014-06-07
APCL13_658	L0944	Amphiprion clarkii	not applicable	tail fin	M	2013-06-04
APCL13_293	L0325	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL13_341	L0362	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL14_176	L0733	Amphiprion clarkii	not applicable	tail fin	M	2014-06-17
APCL14_288	L1188	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL16_005	L3048	Amphiprion clarkii	not applicable	tail fin	J	2016-05-12
APCL13_581	L0876	Amphiprion clarkii	not applicable	tail fin	J	2013-06-03
APCL13_368	L0382	Amphiprion clarkii	not applicable	tail fin	F	2013-05-29
APCL14_067	L0896	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL14_443	L0815	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_259	L0292	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL16_277	L5041	Amphiprion clarkii	not applicable	tail fin	F	2016-05-25
APCL14_298	L1016	Amphiprion clarkii	not applicable	tail fin	F	2014-06-22
APCL13_582	L2495	Amphiprion clarkii	not applicable	tail fin	J	2013-06-03
APCL15_372461	L2618	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL13_580	L0675	Amphiprion clarkii	not applicable	tail fin	J	2013-06-03
APCL13_531	L1314	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL16_176	L3311	Amphiprion clarkii	not applicable	tail fin	F	2016-05-18
APCL13_508	L2236	Amphiprion clarkii	not applicable	tail fin	F	2013-06-01
APCL15_354481	L2614	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL13_242	L0275	Amphiprion clarkii	not applicable	tail fin	M	2013-05-27
APCL14_325	L0819	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_225	L0260	Amphiprion clarkii	not applicable	tail fin	M	2013-05-27
APCL14_070	L0703	Amphiprion clarkii	not applicable	tail fin	M	2014-06-13
APCL13_604	L0684	Amphiprion clarkii	not applicable	tail fin	F	2013-06-03
APCL15_355880	L2623	Amphiprion clarkii	not applicable	tail fin	F	2015-06-14
APCL13_346	L0366	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL14_454	L0626	Amphiprion clarkii	not applicable	tail fin	J	2014-06-26
APCL13_462	L1268	Amphiprion clarkii	not applicable	tail fin	M	2013-05-31
APCL14_234	L1000	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL13_492	L0857	Amphiprion clarkii	not applicable	tail fin	M	2013-05-31
APCL14_554	L1247	Amphiprion clarkii	not applicable	tail fin	M	2014-07-02
APCL16_175	L3310	Amphiprion clarkii	not applicable	tail fin	M	2016-05-18
APCL14_319	L0603	Amphiprion clarkii	not applicable	tail fin	F	2014-06-22
APCL14_267	L1185	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL13_365	L0379	Amphiprion clarkii	not applicable	tail fin	F	2013-05-29
APCL16_198	L4970	Amphiprion clarkii	not applicable	tail fin	F	2016-05-19
APCL15_141	L2611	Amphiprion clarkii	not applicable	tail fin	J	2015-06-13
APCL13_592	L1181	Amphiprion clarkii	not applicable	tail fin	F	2013-06-03
APCL14_452	L0744	Amphiprion clarkii	not applicable	tail fin	M	2014-06-26
APCL13_288	L0320	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL14_226	L0788	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL13_171	L1116	Amphiprion clarkii	not applicable	tail fin	J	2013-05-26
APCL14_058	L0986	Amphiprion clarkii	not applicable	tail fin	J	2014-06-12
APCL15_363882	L2589	Amphiprion clarkii	not applicable	tail fin	F	2015-06-13
APCL13_478	L0853	Amphiprion clarkii	not applicable	tail fin	M	2013-05-31
APCL14_345	L0810	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL15_404022	L2883	Amphiprion clarkii	not applicable	tail fin	M	2015-06-11
APCL15_118	L3088	Amphiprion clarkii	not applicable	tail fin	J	2015-06-09
APCL14_439	L1346	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_618	L0886	Amphiprion clarkii	not applicable	tail fin	M	2013-06-04
APCL13_237	L0270	Amphiprion clarkii	not applicable	tail fin	J	2013-05-27
APCL14_055	L1232	Amphiprion clarkii	not applicable	tail fin	F	2014-06-12
APCL13_373	L0386	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL13_562	L0872	Amphiprion clarkii	not applicable	tail fin	F	2013-06-03
APCL13_408	L0409	Amphiprion clarkii	not applicable	tail fin	F	2013-05-30
APCL16_087	L3646	Amphiprion clarkii	not applicable	tail fin	M	2016-05-14
APCL14_046	L0749	Amphiprion clarkii	not applicable	tail fin	J	2014-06-12
APCL16_053	L3615	Amphiprion clarkii	not applicable	tail fin	M	2016-05-13
APCL13_469	L0654	Amphiprion clarkii	not applicable	tail fin	M	2013-05-31
APCL13_122	L2440	Amphiprion clarkii	not applicable	tail fin	J	2013-05-25
APCL13_311	L0342	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL13_655	L0698	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_210	L0959	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL13_657	L0646	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_277	L1017	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL14_222	L1183	Amphiprion clarkii	not applicable	tail fin	M	2014-06-18
APCL14_031	L1275	Amphiprion clarkii	not applicable	tail fin	J	2014-06-12
APCL16_018	L3124	Amphiprion clarkii	not applicable	tail fin	J	2016-05-12
APCL15_371455	L3612	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL15_140	L2874	Amphiprion clarkii	not applicable	tail fin	J	2015-06-13
APCL16_279	L5043	Amphiprion clarkii	not applicable	tail fin	F	2016-05-26
APCL14_145	L0780	Amphiprion clarkii	not applicable	tail fin	J	2014-06-16
APCL14_272	L1168	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL14_262	L1192	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL13_541	L0865	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL15_370342	L2880	Amphiprion clarkii	not applicable	tail fin	M	2015-06-07
APCL13_286	L0318	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL13_666	L0981	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_032	L0947	Amphiprion clarkii	not applicable	tail fin	M	2014-06-12
APCL13_318	L0348	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL13_344	L0365	Amphiprion clarkii	not applicable	tail fin	F	2013-05-29
APCL13_325	L0352	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL13_665	L1250	Amphiprion clarkii	not applicable	tail fin	F	2013-06-04
APCL14_144	L0779	Amphiprion clarkii	not applicable	tail fin	J	2014-06-16
APCL14_323	L0605	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL15_144	L2594	Amphiprion clarkii	not applicable	tail fin	J	2015-06-13
APCL15_405336	L2607	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL15_371672	L2634	Amphiprion clarkii	not applicable	tail fin	M	2015-06-09
APCL13_356	L0373	Amphiprion clarkii	not applicable	tail fin	M	2013-05-29
APCL13_599	L1224	Amphiprion clarkii	not applicable	tail fin	F	2013-06-03
APCL13_289	L0321	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL14_165	L0957	Amphiprion clarkii	not applicable	tail fin	M	2014-06-17
APCL14_307	L1018	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL14_307	L0806	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL16_213	L4985	Amphiprion clarkii	not applicable	tail fin	M	2016-05-19
APCL14_193	L0929	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL13_313	L0344	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL14_166	L0912	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL14_279	L1197	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL14_279	L5128	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL14_232	L0999	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL13_465	L1261	Amphiprion clarkii	not applicable	tail fin	M	2013-05-31
APCL16_187	L3319	Amphiprion clarkii	not applicable	tail fin	F	2016-05-18
APCL13_474	L0656	Amphiprion clarkii	not applicable	tail fin	F	2013-05-31
NA	L3118	Amphiprion clarkii	not applicable	tail fin	NA	NA
APCL16_009	L3150	Amphiprion clarkii	not applicable	tail fin	F	2016-05-12
APCL13_617	L2496	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_266	L1302	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL13_366	L0380	Amphiprion clarkii	not applicable	tail fin	M	2013-05-29
APCL14_009	L0687	Amphiprion clarkii	not applicable	tail fin	M	2014-06-10
APCL13_387	L0397	Amphiprion clarkii	not applicable	tail fin	F	2013-05-30
APCL13_656	L0773	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL16_008	L3077	Amphiprion clarkii	not applicable	tail fin	J	2016-05-12
APCL14_276	L1195	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL13_605	L0685	Amphiprion clarkii	not applicable	tail fin	J	2013-06-03
APCL16_085	L4435	Amphiprion clarkii	not applicable	tail fin	M	2016-05-14
APCL14_460	L0628	Amphiprion clarkii	not applicable	tail fin	J	2014-06-26
APCL13_510	L2238	Amphiprion clarkii	not applicable	tail fin	F	2013-06-01
APCL16_002	L3152	Amphiprion clarkii	not applicable	tail fin	M	2016-05-12
APCL14_543	L0973	Amphiprion clarkii	not applicable	tail fin	M	2014-07-02
APCL13_312	L0343	Amphiprion clarkii	not applicable	tail fin	F	2013-05-28
APCL13_278	L0311	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL16_010	L3095	Amphiprion clarkii	not applicable	tail fin	J	2016-05-12
APCL16_086	L3645	Amphiprion clarkii	not applicable	tail fin	J	2016-05-14
APCL14_402	L0758	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL16_256	L5021	Amphiprion clarkii	not applicable	tail fin	J	2016-05-21
APCL13_326	L0353	Amphiprion clarkii	not applicable	tail fin	F	2013-05-29
APCL13_586	L1272	Amphiprion clarkii	not applicable	tail fin	J	2013-06-03
APCL13_234	L0268	Amphiprion clarkii	not applicable	tail fin	J	2013-05-27
APCL16_028	L3167	Amphiprion clarkii	not applicable	tail fin	F	2016-05-12
APCL15_362989	L2624	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL14_257	L1301	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL15_114	L2645	Amphiprion clarkii	not applicable	tail fin	J	2015-06-09
APCL14_254	L1246	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL14_011	L1227	Amphiprion clarkii	not applicable	tail fin	M	2014-06-10
APCL16_017	L3142	Amphiprion clarkii	not applicable	tail fin	M	2016-05-12
APCL13_380	L0392	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL14_290	L0591	Amphiprion clarkii	not applicable	tail fin	F	2014-06-22
APCL15_370592	L2590	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL13_382	L0394	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL16_261	L5026	Amphiprion clarkii	not applicable	tail fin	F	2016-05-21
APCL16_254	L5019	Amphiprion clarkii	not applicable	tail fin	M	2016-05-21
APCL14_206	L0995	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL13_124	L1087	Amphiprion clarkii	not applicable	tail fin	J	2013-05-25
APCL15_136	L2598	Amphiprion clarkii	not applicable	tail fin	J	2015-06-13
APCL16_021	L3153	Amphiprion clarkii	not applicable	tail fin	M	2016-05-12
APCL16_027	L3148	Amphiprion clarkii	not applicable	tail fin	F	2016-05-12
APCL14_311	L0809	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL14_092	L2518	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL13_638	L0889	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_410	L0802	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_289	L1206	Amphiprion clarkii	not applicable	tail fin	F	2014-06-22
APCL13_477	L1263	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL13_543	L0867	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL14_063	L0953	Amphiprion clarkii	not applicable	tail fin	J	2014-06-12
APCL13_598	L1223	Amphiprion clarkii	not applicable	tail fin	F	2013-06-03
APCL14_404	L0964	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_202	L3053	Amphiprion clarkii	not applicable	tail fin	M	2014-06-18
APCL14_241	L1244	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL14_397	L1004	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_068	L0987	Amphiprion clarkii	not applicable	tail fin	M	2014-06-13
APCL13_637	L1226	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL14_042	L0724	Amphiprion clarkii	not applicable	tail fin	F	2014-06-12
APCL14_247	L0816	Amphiprion clarkii	not applicable	tail fin	F	2014-06-22
APCL14_419	L1007	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL15_401889	L3080	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL16_268	L5033	Amphiprion clarkii	not applicable	tail fin	F	2016-05-25
APCL14_184	L1234	Amphiprion clarkii	not applicable	tail fin	M	2014-06-17
APCL14_401	L1731	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL13_149	L1100	Amphiprion clarkii	not applicable	tail fin	M	2013-05-26
APCL13_174	L1260	Amphiprion clarkii	not applicable	tail fin	J	2013-05-26
APCL13_540	L0880	Amphiprion clarkii	not applicable	tail fin	F	2013-06-02
APCL16_270	L5035	Amphiprion clarkii	not applicable	tail fin	F	2016-05-25
APCL14_296	L1015	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL14_332	L2399	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL16_186	L3318	Amphiprion clarkii	not applicable	tail fin	M	2016-05-18
APCL13_583	L0676	Amphiprion clarkii	not applicable	tail fin	M	2013-06-03
APCL14_143	L0907	Amphiprion clarkii	not applicable	tail fin	J	2014-06-16
APCL14_150	L2509	Amphiprion clarkii	not applicable	tail fin	J	2014-06-16
APCL15_368924	L2653	Amphiprion clarkii	not applicable	tail fin	F	2015-06-09
APCL15_364277	L2871	Amphiprion clarkii	not applicable	tail fin	F	2015-06-14
APCL16_166	L3302	Amphiprion clarkii	not applicable	tail fin	F	2016-05-18
APCL14_201	L0786	Amphiprion clarkii	not applicable	tail fin	M	2014-06-18
APCL13_330	L0355	Amphiprion clarkii	not applicable	tail fin	M	2013-05-29
APCL14_103	L0988	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL14_212	L1322	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL14_191	L1333	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL13_298	L0330	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL13_287	L0319	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL16_449	L5175	Amphiprion clarkii	not applicable	tail fin	J	2016-06-02
APCL14_242	L0792	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL15_371825	L2625	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL13_148	L0435	Amphiprion clarkii	not applicable	tail fin	F	2013-05-26
APCL13_233	L0267	Amphiprion clarkii	not applicable	tail fin	F	2013-05-27
APCL13_475	L1310	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL13_275	L0308	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL15_406841	L2606	Amphiprion clarkii	not applicable	tail fin	J	2015-06-13
APCL15_139	L2585	Amphiprion clarkii	not applicable	tail fin	J	2015-06-13
APCL13_532	L0668	Amphiprion clarkii	not applicable	tail fin	F	2013-06-02
APCL13_525	L1270	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL13_144	L1097	Amphiprion clarkii	not applicable	tail fin	M	2013-05-26
APCL14_365	L2556	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_394	L0796	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL16_212	L4983	Amphiprion clarkii	not applicable	tail fin	J	2016-05-19
APCL13_649	L0891	Amphiprion clarkii	not applicable	tail fin	J	2013-06-04
APCL13_359	L0375	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL16_197	L4969	Amphiprion clarkii	not applicable	tail fin	M	2016-05-19
APCL13_220	L0255	Amphiprion clarkii	not applicable	tail fin	M	2013-05-27
APCL13_222	L0257	Amphiprion clarkii	not applicable	tail fin	F	2013-05-27
APCL16_203	L4975	Amphiprion clarkii	not applicable	tail fin	M	2016-05-19
APCL14_117	L0710	Amphiprion clarkii	not applicable	tail fin	M	2014-06-16
APCL14_014	L0984	Amphiprion clarkii	not applicable	tail fin	F	2014-06-10
APCL14_322	L1190	Amphiprion clarkii	not applicable	tail fin	F	2014-06-22
APCL14_160	L0956	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL14_360	L2450	Amphiprion clarkii	not applicable	tail fin	M	2014-06-23
APCL14_052	L0920	Amphiprion clarkii	not applicable	tail fin	M	2014-06-12
APCL13_243	L0276	Amphiprion clarkii	not applicable	tail fin	M	2013-05-27
APCL13_506	L2235	Amphiprion clarkii	not applicable	tail fin	M	2013-06-01
APCL15_129	L2650	Amphiprion clarkii	not applicable	tail fin	J	2015-06-11
APCL14_287	L1205	Amphiprion clarkii	not applicable	tail fin	F	2014-06-22
APCL13_494	L0475	Amphiprion clarkii	not applicable	tail fin	F	2013-05-31
APCL14_542	L0813	Amphiprion clarkii	not applicable	tail fin	J	2014-07-02
APCL16_019	L3126	Amphiprion clarkii	not applicable	tail fin	M	2016-05-12
APCL13_622	L0690	Amphiprion clarkii	not applicable	tail fin	M	2013-06-04
APCL13_473	L1309	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL13_453	L2490	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL13_253	L0286	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL14_133	L0752	Amphiprion clarkii	not applicable	tail fin	J	2014-06-16
APCL15_368898	L2613	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL16_164	L3300	Amphiprion clarkii	not applicable	tail fin	J	2016-05-17
APCL16_202	L4974	Amphiprion clarkii	not applicable	tail fin	F	2016-05-19
APCL13_515	L2528	Amphiprion clarkii	not applicable	tail fin	M	2013-06-02
APCL16_218	L4987	Amphiprion clarkii	not applicable	tail fin	M	2016-05-21
APCL14_024	L1228	Amphiprion clarkii	not applicable	tail fin	J	2014-06-11
APCL12_181	L2580	Amphiprion clarkii	not applicable	tail fin	J	2012-05-11
APCL13_574	L0875	Amphiprion clarkii	not applicable	tail fin	J	2013-06-03
APCL16_091	L5177	Amphiprion clarkii	not applicable	tail fin	M	2016-05-14
APCL16_033	L3164	Amphiprion clarkii	not applicable	tail fin	M	2016-05-13
APCL14_421	L0826	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL14_057	L0951	Amphiprion clarkii	not applicable	tail fin	F	2014-06-12
APCL14_220	L0931	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL16_058	L3620	Amphiprion clarkii	not applicable	tail fin	J	2016-05-13
APCL16_041	L5129	Amphiprion clarkii	not applicable	tail fin	M	2016-05-13
APCL15_150	L2877	Amphiprion clarkii	not applicable	tail fin	J	2015-06-14
APCL16_205	L4977	Amphiprion clarkii	not applicable	tail fin	J	2016-05-19
APCL14_406	L1340	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
