sample_name	ligation_id	organism	isolate	tissue	sex	collection_date	dev_stage
APCL17_530_L5576	L5576	Amphiprion clarkii	not applicable	tail fin	male	2017-06-09	adult
APCL17_551_L5577	L5577	Amphiprion clarkii	not applicable	tail fin	male	2017-06-10	adult
APCL17_552_L5578	L5578	Amphiprion clarkii	not applicable	tail fin	male	2017-06-10	adult
APCL17_554_L5579	L5579	Amphiprion clarkii	not applicable	tail fin	male	2017-06-10	adult
APCL17_555_L5580	L5580	Amphiprion clarkii	not applicable	tail fin	female	2017-06-10	adult
APCL17_557_L5581	L5581	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-10	juvenile
APCL17_558_L5582	L5582	Amphiprion clarkii	not applicable	tail fin	female	2017-06-10	adult
APCL17_559_L5583	L5583	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-10	juvenile
APCL17_560_L5584	L5584	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-10	juvenile
APCL17_561_L5585	L5585	Amphiprion clarkii	not applicable	tail fin	female	2017-06-10	adult
APCL17_562_L5586	L5586	Amphiprion clarkii	not applicable	tail fin	male	2017-06-10	adult
APCL17_319_L5587	L5587	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_325_L5588	L5588	Amphiprion clarkii	not applicable	tail fin	male	2017-05-30	adult
APCL17_333_L5589	L5589	Amphiprion clarkii	not applicable	tail fin	male	2017-05-30	adult
APCL17_338_L5590	L5590	Amphiprion clarkii	not applicable	tail fin	female	2017-05-30	adult
APCL17_347_L5591	L5591	Amphiprion clarkii	not applicable	tail fin	male	2017-05-30	adult
APCL17_363_L5592	L5592	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-02	juvenile
APCL17_365_L5593	L5593	Amphiprion clarkii	not applicable	tail fin	female	2017-06-02	adult
APCL17_367_L5594	L5594	Amphiprion clarkii	not applicable	tail fin	male	2017-06-02	adult
APCL17_380_L5595	L5595	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-02	juvenile
APCL17_385_L5596	L5596	Amphiprion clarkii	not applicable	tail fin	male	2017-06-03	adult
APCL17_388_L5597	L5597	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-03	juvenile
APCL17_390_L5598	L5598	Amphiprion clarkii	not applicable	tail fin	female	2017-06-03	adult
APCL17_394_L5599	L5599	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-03	juvenile
APCL17_397_L5600	L5600	Amphiprion clarkii	not applicable	tail fin	male	2017-06-03	adult
APCL17_403_L5601	L5601	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_405_L5602	L5602	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL16_484_L5606	L5606	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL17_521_L5607	L5607	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-06	juvenile
APCL17_528_L5608	L5608	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-08	juvenile
APCL17_538_L5609	L5609	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-09	juvenile
APCL17_543_L5610	L5610	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-09	juvenile
APCL17_546_L5611	L5611	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-09	juvenile
APCL17_547_L5612	L5612	Amphiprion clarkii	not applicable	tail fin	female	2017-06-09	adult
APCL18_720_L5614	L5614	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-04-09	juvenile
APCL18_721_L5615	L5615	Amphiprion clarkii	not applicable	tail fin	male	2018-04-09	adult
APCL18_724_L5618	L5618	Amphiprion clarkii	not applicable	tail fin	male	2018-04-09	adult
APCL18_726_L5620	L5620	Amphiprion clarkii	not applicable	tail fin	male	2018-04-09	adult
APCL18_727_L5621	L5621	Amphiprion clarkii	not applicable	tail fin	female	2018-04-09	adult
APCL18_728_L5622	L5622	Amphiprion clarkii	not applicable	tail fin	male	2018-04-09	adult
APCL18_719_L5637	L5637	Amphiprion clarkii	not applicable	tail fin	female	2018-04-09	adult
APCL18_729_L5638	L5638	Amphiprion clarkii	not applicable	tail fin	male	2018-04-10	adult
APCL18_730_L5639	L5639	Amphiprion clarkii	not applicable	tail fin	female	2018-04-10	adult
APCL18_731_L5640	L5640	Amphiprion clarkii	not applicable	tail fin	female	2018-04-10	adult
APCL18_732_L5641	L5641	Amphiprion clarkii	not applicable	tail fin	female	2018-04-10	adult
APCL12_255_L5655	L5655	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
